,Order ID,Order Date,Ship Mode,Customer ID,Customer Name,Segment,State,Category,Sub-Category,Sales,Month,Year
4379,CA-2016-140830,2016-11-30,Second Class,PS-18970,Paul Stevenson,Home Office,Kentucky,Office Supplies,Envelopes,71.88,November,2016
4380,CA-2016-152891,2016-10-25,Standard Class,TB-21625,Trudy Brown,Consumer,California,Office Supplies,Art,60.45,October,2016
4381,CA-2016-152891,2016-10-25,Standard Class,TB-21625,Trudy Brown,Consumer,California,Furniture,Tables,253.176,October,2016
4382,US-2016-122784,2016-07-20,Standard Class,RA-19915,Russell Applegate,Consumer,Illinois,Office Supplies,Binders,2.88,July,2016
4383,US-2016-122784,2016-07-20,Standard Class,RA-19915,Russell Applegate,Consumer,Illinois,Furniture,Bookcases,384.944,July,2016
4384,US-2016-122784,2016-07-20,Standard Class,RA-19915,Russell Applegate,Consumer,Illinois,Technology,Phones,153.584,July,2016
4385,US-2016-122784,2016-07-20,Standard Class,RA-19915,Russell Applegate,Consumer,Illinois,Furniture,Bookcases,913.43,July,2016
4386,CA-2017-156811,2017-10-27,Standard Class,BP-11095,Bart Pistole,Corporate,California,Office Supplies,Appliances,43.92,October,2017
4387,CA-2017-156811,2017-10-27,Standard Class,BP-11095,Bart Pistole,Corporate,California,Office Supplies,Binders,25.032,October,2017
4388,CA-2018-111556,2018-11-20,First Class,CD-11920,Carlos Daly,Consumer,New York,Office Supplies,Paper,46.76,November,2018
4389,CA-2018-111556,2018-11-20,First Class,CD-11920,Carlos Daly,Consumer,New York,Furniture,Bookcases,183.968,November,2018
4390,CA-2018-111556,2018-11-20,First Class,CD-11920,Carlos Daly,Consumer,New York,Technology,Phones,1259.97,November,2018
4391,CA-2018-111556,2018-11-20,First Class,CD-11920,Carlos Daly,Consumer,New York,Office Supplies,Art,68.97,November,2018
4392,CA-2017-108868,2017-08-09,Standard Class,KB-16585,Ken Black,Corporate,Texas,Office Supplies,Art,70.368,August,2017
4393,CA-2017-108868,2017-08-09,Standard Class,KB-16585,Ken Black,Corporate,Texas,Technology,Phones,59.96,August,2017
4394,CA-2015-142965,2015-07-20,Same Day,SW-20245,Scot Wooten,Consumer,Ohio,Office Supplies,Storage,25.984,July,2015
4395,CA-2015-142965,2015-07-20,Same Day,SW-20245,Scot Wooten,Consumer,Ohio,Office Supplies,Binders,27.36,July,2015
4396,CA-2017-148740,2017-11-15,Standard Class,AH-10690,Anna Häberlin,Corporate,California,Technology,Phones,361.376,November,2017
4397,US-2015-138758,2015-07-07,Standard Class,JL-15835,John Lee,Consumer,Pennsylvania,Furniture,Chairs,172.186,July,2015
4398,US-2015-138758,2015-07-07,Standard Class,JL-15835,John Lee,Consumer,Pennsylvania,Furniture,Furnishings,69.008,July,2015
4399,CA-2017-131737,2017-03-17,Same Day,GZ-14470,Gary Zandusky,Consumer,Maryland,Office Supplies,Envelopes,199.9,March,2017
4400,CA-2017-131737,2017-03-17,Same Day,GZ-14470,Gary Zandusky,Consumer,Maryland,Office Supplies,Appliances,901.95,March,2017
4401,CA-2017-131737,2017-03-17,Same Day,GZ-14470,Gary Zandusky,Consumer,Maryland,Furniture,Furnishings,971.5,March,2017
4402,CA-2017-114538,2017-12-26,First Class,RC-19825,Roy Collins,Consumer,Colorado,Office Supplies,Art,11.328,December,2017
4403,CA-2015-127936,2015-02-09,First Class,CL-12565,Clay Ludtke,Consumer,New York,Office Supplies,Art,21.24,February,2015
4404,CA-2016-164336,2016-05-07,Standard Class,MW-18220,Mitch Webber,Consumer,Pennsylvania,Technology,Accessories,34.8,May,2016
4405,CA-2016-164336,2016-05-07,Standard Class,MW-18220,Mitch Webber,Consumer,Pennsylvania,Office Supplies,Storage,38.976,May,2016
4406,CA-2017-100041,2017-11-20,Standard Class,BF-10975,Barbara Fisher,Corporate,Indiana,Office Supplies,Paper,9.08,November,2017
4407,CA-2017-100041,2017-11-20,Standard Class,BF-10975,Barbara Fisher,Corporate,Indiana,Office Supplies,Paper,314.55,November,2017
4408,CA-2017-100041,2017-11-20,Standard Class,BF-10975,Barbara Fisher,Corporate,Indiana,Office Supplies,Binders,4.91,November,2017
4409,US-2015-154879,2015-06-05,Standard Class,SN-20710,Steve Nguyen,Home Office,California,Office Supplies,Labels,5.78,June,2015
4410,US-2015-154879,2015-06-05,Standard Class,SN-20710,Steve Nguyen,Home Office,California,Office Supplies,Art,107.94,June,2015
4411,CA-2015-130624,2015-06-21,First Class,TB-21280,Toby Braunhardt,Consumer,New York,Office Supplies,Paper,19.65,June,2015
4412,CA-2015-130624,2015-06-21,First Class,TB-21280,Toby Braunhardt,Consumer,New York,Technology,Phones,617.97,June,2015
4413,CA-2015-130624,2015-06-21,First Class,TB-21280,Toby Braunhardt,Consumer,New York,Office Supplies,Appliances,59.7,June,2015
4414,CA-2018-132339,2018-08-19,Standard Class,JB-15400,Jennifer Braxton,Corporate,Massachusetts,Office Supplies,Binders,387.99,August,2018
4415,CA-2015-153983,2015-11-29,Standard Class,AH-10210,Alan Hwang,Consumer,California,Technology,Phones,575.92,November,2015
4416,CA-2015-153983,2015-11-29,Standard Class,AH-10210,Alan Hwang,Consumer,California,Office Supplies,Fasteners,30.4,November,2015
4417,CA-2018-112900,2018-09-04,Second Class,KL-16645,Ken Lonsdale,Consumer,Michigan,Office Supplies,Binders,478.24,September,2018
4418,CA-2015-160157,2015-12-20,Standard Class,MH-17455,Mark Hamilton,Consumer,Ohio,Furniture,Furnishings,190.848,December,2015
4419,CA-2015-139633,2015-12-17,Standard Class,EC-14050,Erin Creighton,Consumer,Ohio,Office Supplies,Binders,5.484,December,2015
4420,CA-2016-163090,2016-11-17,Second Class,GH-14665,Greg Hansen,Consumer,Illinois,Office Supplies,Supplies,40.92,November,2016
4421,CA-2015-117016,2015-04-03,Standard Class,SC-20095,Sanjit Chand,Consumer,Florida,Office Supplies,Art,15.552,April,2015
4422,CA-2018-159464,2018-05-18,First Class,TB-21355,Todd Boyes,Corporate,Georgia,Office Supplies,Appliances,17.24,May,2018
4423,CA-2018-159464,2018-05-18,First Class,TB-21355,Todd Boyes,Corporate,Georgia,Furniture,Bookcases,302.94,May,2018
4424,CA-2018-159464,2018-05-18,First Class,TB-21355,Todd Boyes,Corporate,Georgia,Technology,Phones,34.75,May,2018
4425,CA-2018-159464,2018-05-18,First Class,TB-21355,Todd Boyes,Corporate,Georgia,Office Supplies,Binders,113.94,May,2018
4426,CA-2018-159464,2018-05-18,First Class,TB-21355,Todd Boyes,Corporate,Georgia,Technology,Phones,55.98,May,2018
4427,US-2018-103226,2018-09-22,Standard Class,DW-13195,David Wiener,Corporate,New Mexico,Office Supplies,Paper,27.18,September,2018
4428,CA-2018-119452,2018-03-21,Standard Class,CL-12565,Clay Ludtke,Consumer,Oklahoma,Furniture,Chairs,1805.88,March,2018
4429,CA-2018-147725,2018-09-14,Same Day,LT-17110,Liz Thompson,Consumer,New Jersey,Office Supplies,Art,70.95,September,2018
4430,CA-2017-168893,2017-03-11,Second Class,AP-10915,Arthur Prichep,Consumer,Kentucky,Office Supplies,Fasteners,20.0,March,2017
4431,CA-2017-168893,2017-03-11,Second Class,AP-10915,Arthur Prichep,Consumer,Kentucky,Office Supplies,Art,7.98,March,2017
4432,CA-2017-168893,2017-03-11,Second Class,AP-10915,Arthur Prichep,Consumer,Kentucky,Furniture,Furnishings,24.1,March,2017
4433,CA-2017-168893,2017-03-11,Second Class,AP-10915,Arthur Prichep,Consumer,Kentucky,Office Supplies,Art,8.75,March,2017
4434,CA-2017-168893,2017-03-11,Second Class,AP-10915,Arthur Prichep,Consumer,Kentucky,Furniture,Tables,842.94,March,2017
4435,CA-2017-163398,2017-03-05,Standard Class,CB-12415,Christy Brittain,Consumer,Illinois,Office Supplies,Binders,2.182,March,2017
4436,CA-2017-163398,2017-03-05,Standard Class,CB-12415,Christy Brittain,Consumer,Illinois,Office Supplies,Art,27.384,March,2017
4437,CA-2017-163398,2017-03-05,Standard Class,CB-12415,Christy Brittain,Consumer,Illinois,Office Supplies,Appliances,26.406,March,2017
4438,CA-2017-162726,2017-12-27,Standard Class,MT-17815,Meg Tillman,Consumer,Texas,Office Supplies,Paper,10.368,December,2017
4439,CA-2017-162726,2017-12-27,Standard Class,MT-17815,Meg Tillman,Consumer,Texas,Office Supplies,Paper,23.68,December,2017
4440,US-2017-111290,2017-07-22,Standard Class,DK-13375,Dennis Kane,Consumer,Michigan,Technology,Accessories,109.95,July,2017
4441,US-2017-111290,2017-07-22,Standard Class,DK-13375,Dennis Kane,Consumer,Michigan,Office Supplies,Storage,965.85,July,2017
4442,US-2017-111290,2017-07-22,Standard Class,DK-13375,Dennis Kane,Consumer,Michigan,Office Supplies,Art,29.2,July,2017
4443,US-2017-111290,2017-07-22,Standard Class,DK-13375,Dennis Kane,Consumer,Michigan,Office Supplies,Paper,32.4,July,2017
4444,US-2015-147704,2015-11-16,Standard Class,SR-20740,Steven Roelle,Home Office,Indiana,Office Supplies,Envelopes,78.35,November,2015
4445,US-2015-147704,2015-11-16,Standard Class,SR-20740,Steven Roelle,Home Office,Indiana,Office Supplies,Paper,31.68,November,2015
4446,US-2015-147704,2015-11-16,Standard Class,SR-20740,Steven Roelle,Home Office,Indiana,Office Supplies,Binders,29.12,November,2015
4447,US-2015-147704,2015-11-16,Standard Class,SR-20740,Steven Roelle,Home Office,Indiana,Office Supplies,Storage,169.45,November,2015
4448,CA-2016-121965,2016-06-19,Standard Class,LH-17155,Logan Haushalter,Consumer,California,Furniture,Furnishings,12.56,June,2016
4449,CA-2016-121965,2016-06-19,Standard Class,LH-17155,Logan Haushalter,Consumer,California,Office Supplies,Paper,6.48,June,2016
4450,CA-2016-121965,2016-06-19,Standard Class,LH-17155,Logan Haushalter,Consumer,California,Office Supplies,Envelopes,186.69,June,2016
4451,CA-2017-147137,2017-04-07,First Class,AA-10645,Anna Andreadi,Consumer,California,Furniture,Furnishings,25.4,April,2017
4452,CA-2017-147137,2017-04-07,First Class,AA-10645,Anna Andreadi,Consumer,California,Office Supplies,Envelopes,43.96,April,2017
4453,CA-2017-147137,2017-04-07,First Class,AA-10645,Anna Andreadi,Consumer,California,Furniture,Bookcases,1279.165,April,2017
4454,CA-2017-147137,2017-04-07,First Class,AA-10645,Anna Andreadi,Consumer,California,Office Supplies,Storage,27.92,April,2017
4455,US-2016-146745,2016-03-09,Standard Class,AS-10630,Ann Steele,Home Office,California,Furniture,Chairs,129.568,March,2016
4456,US-2016-146745,2016-03-09,Standard Class,AS-10630,Ann Steele,Home Office,California,Office Supplies,Binders,6.368,March,2016
4457,CA-2018-115175,2018-07-08,Standard Class,MC-17575,Matt Collins,Consumer,California,Office Supplies,Paper,244.55,July,2018
4458,CA-2018-105851,2018-03-13,Standard Class,SE-20110,Sanjit Engle,Consumer,Colorado,Office Supplies,Supplies,1332.496,March,2018
4459,US-2018-125717,2018-09-28,First Class,DS-13030,Darrin Sayre,Home Office,Colorado,Furniture,Furnishings,32.776,September,2018
4460,US-2018-125717,2018-09-28,First Class,DS-13030,Darrin Sayre,Home Office,Colorado,Office Supplies,Storage,147.184,September,2018
4461,US-2018-125717,2018-09-28,First Class,DS-13030,Darrin Sayre,Home Office,Colorado,Technology,Accessories,54.384,September,2018
4462,US-2018-125717,2018-09-28,First Class,DS-13030,Darrin Sayre,Home Office,Colorado,Office Supplies,Binders,76.776,September,2018
4463,US-2018-125717,2018-09-28,First Class,DS-13030,Darrin Sayre,Home Office,Colorado,Office Supplies,Paper,14.352,September,2018
4464,US-2018-125717,2018-09-28,First Class,DS-13030,Darrin Sayre,Home Office,Colorado,Office Supplies,Appliances,209.792,September,2018
4465,CA-2016-163895,2016-07-08,Standard Class,NS-18640,Noel Staavos,Corporate,Idaho,Office Supplies,Binders,3.304,July,2016
4466,CA-2018-168641,2018-11-24,Standard Class,KA-16525,Kelly Andreada,Consumer,New York,Office Supplies,Art,16.38,November,2018
4467,CA-2018-168641,2018-11-24,Standard Class,KA-16525,Kelly Andreada,Consumer,New York,Office Supplies,Envelopes,167.96,November,2018
4468,CA-2018-168641,2018-11-24,Standard Class,KA-16525,Kelly Andreada,Consumer,New York,Furniture,Bookcases,321.568,November,2018
4469,CA-2018-168641,2018-11-24,Standard Class,KA-16525,Kelly Andreada,Consumer,New York,Office Supplies,Paper,12.96,November,2018
4470,CA-2018-156895,2018-08-05,Standard Class,DJ-13510,Don Jones,Corporate,Pennsylvania,Furniture,Chairs,128.058,August,2018
4471,CA-2018-121300,2018-09-29,Same Day,MG-17680,Maureen Gastineau,Home Office,Ohio,Furniture,Chairs,63.686,September,2018
4472,CA-2018-121300,2018-09-29,Same Day,MG-17680,Maureen Gastineau,Home Office,Ohio,Technology,Accessories,239.976,September,2018
4473,CA-2018-121300,2018-09-29,Same Day,MG-17680,Maureen Gastineau,Home Office,Ohio,Furniture,Tables,344.22,September,2018
4474,CA-2018-121300,2018-09-29,Same Day,MG-17680,Maureen Gastineau,Home Office,Ohio,Office Supplies,Paper,15.552,September,2018
4475,CA-2018-121300,2018-09-29,Same Day,MG-17680,Maureen Gastineau,Home Office,Ohio,Furniture,Furnishings,21.248,September,2018
4476,CA-2018-121300,2018-09-29,Same Day,MG-17680,Maureen Gastineau,Home Office,Ohio,Office Supplies,Paper,8.448,September,2018
4477,CA-2018-130211,2018-10-22,Same Day,BD-11620,Brian DeCherney,Consumer,Oklahoma,Office Supplies,Storage,333.09,October,2018
4478,CA-2018-130211,2018-10-22,Same Day,BD-11620,Brian DeCherney,Consumer,Oklahoma,Furniture,Tables,248.98,October,2018
4479,CA-2015-147235,2015-03-24,Standard Class,CD-11920,Carlos Daly,Consumer,New York,Office Supplies,Paper,24.9,March,2015
4480,CA-2017-109365,2017-03-11,Standard Class,XP-21865,Xylona Preis,Consumer,California,Office Supplies,Fasteners,15.26,March,2017
4481,CA-2017-109365,2017-03-11,Standard Class,XP-21865,Xylona Preis,Consumer,California,Office Supplies,Appliances,43.32,March,2017
4482,CA-2017-109365,2017-03-11,Standard Class,XP-21865,Xylona Preis,Consumer,California,Office Supplies,Binders,43.584,March,2017
4483,CA-2017-109365,2017-03-11,Standard Class,XP-21865,Xylona Preis,Consumer,California,Office Supplies,Paper,116.28,March,2017
4484,CA-2017-109365,2017-03-11,Standard Class,XP-21865,Xylona Preis,Consumer,California,Office Supplies,Binders,9.296,March,2017
4485,CA-2017-109365,2017-03-11,Standard Class,XP-21865,Xylona Preis,Consumer,California,Office Supplies,Paper,19.44,March,2017
4486,CA-2017-109365,2017-03-11,Standard Class,XP-21865,Xylona Preis,Consumer,California,Office Supplies,Paper,314.55,March,2017
4487,CA-2016-162621,2016-05-09,Standard Class,CA-12055,Cathy Armstrong,Home Office,Texas,Office Supplies,Binders,16.27,May,2016
4488,CA-2016-162621,2016-05-09,Standard Class,CA-12055,Cathy Armstrong,Home Office,Texas,Office Supplies,Supplies,69.12,May,2016
4489,CA-2016-162621,2016-05-09,Standard Class,CA-12055,Cathy Armstrong,Home Office,Texas,Office Supplies,Binders,4.47,May,2016
4490,CA-2018-105921,2018-08-14,Standard Class,JM-15250,Janet Martin,Consumer,California,Furniture,Tables,418.296,August,2018
4491,CA-2015-150798,2015-01-12,Second Class,JK-15730,Joe Kamberova,Consumer,Ohio,Technology,Copiers,659.988,January,2015
4492,CA-2015-150798,2015-01-12,Second Class,JK-15730,Joe Kamberova,Consumer,Ohio,Furniture,Furnishings,8.128,January,2015
4493,CA-2015-150798,2015-01-12,Second Class,JK-15730,Joe Kamberova,Consumer,Ohio,Office Supplies,Paper,36.288,January,2015
4494,CA-2015-150798,2015-01-12,Second Class,JK-15730,Joe Kamberova,Consumer,Ohio,Furniture,Chairs,909.72,January,2015
4495,CA-2018-112753,2018-06-18,Standard Class,CC-12670,Craig Carreira,Consumer,California,Furniture,Bookcases,917.9235,June,2018
4496,CA-2018-112753,2018-06-18,Standard Class,CC-12670,Craig Carreira,Consumer,California,Office Supplies,Paper,38.88,June,2018
4497,CA-2018-155075,2018-02-12,Standard Class,GW-14605,Giulietta Weimer,Consumer,Pennsylvania,Office Supplies,Binders,631.176,February,2018
4498,CA-2015-103401,2015-11-21,Standard Class,GR-14560,Georgia Rosenberg,Corporate,California,Office Supplies,Paper,12.96,November,2015
4499,CA-2017-124814,2017-10-04,Standard Class,FM-14215,Filia McAdams,Corporate,California,Office Supplies,Paper,12.96,October,2017
4500,CA-2017-124814,2017-10-04,Standard Class,FM-14215,Filia McAdams,Corporate,California,Office Supplies,Binders,23.2,October,2017
4501,CA-2015-116757,2015-06-30,Standard Class,MS-17980,Michael Stewart,Corporate,Texas,Office Supplies,Paper,25.92,June,2015
4502,CA-2015-116757,2015-06-30,Standard Class,MS-17980,Michael Stewart,Corporate,Texas,Office Supplies,Fasteners,21.312,June,2015
4503,US-2015-138247,2015-12-24,Standard Class,BF-11170,Ben Ferrer,Home Office,California,Technology,Phones,173.656,December,2015
4504,US-2015-138247,2015-12-24,Standard Class,BF-11170,Ben Ferrer,Home Office,California,Office Supplies,Appliances,361.96,December,2015
4505,US-2015-138247,2015-12-24,Standard Class,BF-11170,Ben Ferrer,Home Office,California,Technology,Accessories,62.85,December,2015
4506,US-2015-138247,2015-12-24,Standard Class,BF-11170,Ben Ferrer,Home Office,California,Technology,Phones,818.376,December,2015
4507,US-2015-138247,2015-12-24,Standard Class,BF-11170,Ben Ferrer,Home Office,California,Office Supplies,Storage,20.34,December,2015
4508,US-2015-138247,2015-12-24,Standard Class,BF-11170,Ben Ferrer,Home Office,California,Furniture,Furnishings,23.99,December,2015
4509,CA-2018-167003,2018-05-23,Standard Class,VS-21820,Vivek Sundaresam,Consumer,California,Furniture,Tables,171.288,May,2018
4510,CA-2017-119935,2017-10-11,Standard Class,KM-16225,Kalyca Meade,Corporate,Missouri,Furniture,Furnishings,37.3,October,2017
4511,CA-2017-119935,2017-10-11,Standard Class,KM-16225,Kalyca Meade,Corporate,Missouri,Office Supplies,Binders,81.96,October,2017
4512,CA-2017-118969,2017-02-10,First Class,LP-17095,Liz Preis,Consumer,Arizona,Office Supplies,Binders,54.792,February,2017
4513,CA-2017-145240,2017-06-09,First Class,BG-11740,Bruce Geld,Consumer,Texas,Office Supplies,Storage,10.784,June,2017
4514,CA-2017-120873,2017-10-27,Second Class,BW-11200,Ben Wallace,Consumer,Virginia,Furniture,Chairs,290.98,October,2017
4515,US-2018-111920,2018-10-22,Standard Class,PS-18970,Paul Stevenson,Home Office,Oklahoma,Office Supplies,Art,36.44,October,2018
4516,US-2017-128678,2017-09-15,Standard Class,RB-19570,Rob Beeghly,Consumer,Washington,Office Supplies,Paper,21.4,September,2017
4517,US-2017-128678,2017-09-15,Standard Class,RB-19570,Rob Beeghly,Consumer,Washington,Office Supplies,Binders,48.664,September,2017
4518,CA-2017-101385,2017-09-25,Standard Class,JW-16075,Julia West,Consumer,California,Office Supplies,Art,16.56,September,2017
4519,CA-2018-107167,2018-10-06,Standard Class,ND-18460,Neil Ducich,Corporate,Florida,Office Supplies,Storage,1347.52,October,2018
4520,CA-2015-109491,2015-02-20,Standard Class,LC-16930,Linda Cazamias,Corporate,Indiana,Technology,Accessories,62.31,February,2015
4521,CA-2015-109491,2015-02-20,Standard Class,LC-16930,Linda Cazamias,Corporate,Indiana,Furniture,Furnishings,20.32,February,2015
4522,CA-2018-105445,2018-02-20,Second Class,BP-11095,Bart Pistole,Corporate,Colorado,Office Supplies,Fasteners,9.432,February,2018
4523,CA-2015-107454,2015-02-11,Standard Class,RD-19720,Roger Demir,Consumer,New York,Office Supplies,Labels,34.86,February,2015
4524,CA-2015-107454,2015-02-11,Standard Class,RD-19720,Roger Demir,Consumer,New York,Furniture,Furnishings,89.34,February,2015
4525,US-2018-105046,2018-07-17,Standard Class,BE-11335,Bill Eplett,Home Office,New York,Technology,Phones,269.98,July,2018
4526,US-2018-105046,2018-07-17,Standard Class,BE-11335,Bill Eplett,Home Office,New York,Office Supplies,Paper,99.9,July,2018
4527,US-2018-105046,2018-07-17,Standard Class,BE-11335,Bill Eplett,Home Office,New York,Furniture,Furnishings,39.08,July,2018
4528,CA-2018-152856,2018-08-09,Second Class,RS-19765,Roland Schwarz,Corporate,Ohio,Technology,Accessories,116.832,August,2018
4529,CA-2017-134691,2017-11-14,Standard Class,KC-16540,Kelly Collister,Consumer,Texas,Office Supplies,Binders,2.296,November,2017
4530,CA-2017-118759,2017-11-14,First Class,MB-17305,Maria Bertelson,Consumer,New York,Furniture,Chairs,408.006,November,2017
4531,CA-2017-118759,2017-11-14,First Class,MB-17305,Maria Bertelson,Consumer,New York,Office Supplies,Storage,40.44,November,2017
4532,CA-2015-140403,2015-10-10,Same Day,TN-21040,Tanja Norvell,Home Office,California,Furniture,Chairs,122.352,October,2015
4533,CA-2015-140403,2015-10-10,Same Day,TN-21040,Tanja Norvell,Home Office,California,Office Supplies,Envelopes,15.28,October,2015
4534,CA-2016-163104,2016-03-19,Standard Class,MC-18130,Mike Caudle,Corporate,California,Office Supplies,Paper,11.96,March,2016
4535,CA-2018-138464,2018-08-07,Standard Class,VF-21715,Vicky Freymann,Home Office,Washington,Furniture,Furnishings,15.84,August,2018
4536,CA-2018-138464,2018-08-07,Standard Class,VF-21715,Vicky Freymann,Home Office,Washington,Office Supplies,Binders,86.376,August,2018
4537,CA-2018-138464,2018-08-07,Standard Class,VF-21715,Vicky Freymann,Home Office,Washington,Office Supplies,Art,18.24,August,2018
4538,CA-2018-138464,2018-08-07,Standard Class,VF-21715,Vicky Freymann,Home Office,Washington,Office Supplies,Art,13.12,August,2018
4539,CA-2016-104129,2016-02-27,Standard Class,ES-14080,Erin Smith,Corporate,Rhode Island,Technology,Phones,105.98,February,2016
4540,CA-2016-104129,2016-02-27,Standard Class,ES-14080,Erin Smith,Corporate,Rhode Island,Furniture,Tables,493.92,February,2016
4541,US-2018-132206,2018-06-16,Standard Class,MK-17905,Michael Kennedy,Corporate,Illinois,Office Supplies,Binders,5.936,June,2018
4542,CA-2018-113474,2018-03-30,First Class,TM-21490,Tony Molinari,Consumer,Oklahoma,Office Supplies,Envelopes,325.86,March,2018
4543,CA-2016-126557,2016-12-07,Second Class,RL-19615,Rob Lucas,Consumer,Illinois,Furniture,Chairs,383.607,December,2016
4544,CA-2016-126557,2016-12-07,Second Class,RL-19615,Rob Lucas,Consumer,Illinois,Technology,Phones,148.48,December,2016
4545,CA-2016-126557,2016-12-07,Second Class,RL-19615,Rob Lucas,Consumer,Illinois,Technology,Phones,537.544,December,2016
4546,CA-2016-126557,2016-12-07,Second Class,RL-19615,Rob Lucas,Consumer,Illinois,Office Supplies,Binders,1.928,December,2016
4547,CA-2016-126557,2016-12-07,Second Class,RL-19615,Rob Lucas,Consumer,Illinois,Office Supplies,Art,6.912,December,2016
4548,CA-2016-126557,2016-12-07,Second Class,RL-19615,Rob Lucas,Consumer,Illinois,Furniture,Furnishings,7.76,December,2016
4549,CA-2016-126557,2016-12-07,Second Class,RL-19615,Rob Lucas,Consumer,Illinois,Technology,Phones,659.168,December,2016
4550,US-2018-107636,2018-04-30,First Class,NM-18520,Neoma Murray,Consumer,Connecticut,Office Supplies,Labels,5.76,April,2018
4551,US-2015-165862,2015-07-13,Standard Class,GK-14620,Grace Kelly,Corporate,California,Furniture,Tables,351.216,July,2015
4552,US-2015-106334,2015-12-27,Standard Class,JF-15490,Jeremy Farry,Consumer,California,Furniture,Chairs,230.28,December,2015
4553,US-2015-106334,2015-12-27,Standard Class,JF-15490,Jeremy Farry,Consumer,California,Office Supplies,Paper,12.84,December,2015
4554,CA-2017-101448,2017-02-27,Second Class,EB-13930,Eric Barreto,Consumer,Wisconsin,Office Supplies,Binders,56.82,February,2017
4555,CA-2016-130218,2016-03-23,First Class,SG-20470,Sheri Gordon,Consumer,South Carolina,Office Supplies,Fasteners,31.56,March,2016
4556,CA-2016-130218,2016-03-23,First Class,SG-20470,Sheri Gordon,Consumer,South Carolina,Office Supplies,Storage,27.92,March,2016
4557,US-2018-117331,2018-10-21,Standard Class,ND-18370,Natalie DeCherney,Consumer,Arizona,Office Supplies,Binders,8.559,October,2018
4558,CA-2015-127383,2015-12-31,Standard Class,CM-11815,Candace McMahon,Corporate,Texas,Office Supplies,Envelopes,49.568,December,2015
4559,CA-2015-110219,2015-05-05,First Class,EB-13870,Emily Burns,Consumer,Texas,Furniture,Chairs,127.869,May,2015
4560,CA-2016-118871,2016-04-12,Second Class,HM-14860,Harry Marie,Corporate,California,Office Supplies,Envelopes,271.44,April,2016
4561,CA-2016-118871,2016-04-12,Second Class,HM-14860,Harry Marie,Corporate,California,Technology,Phones,110.352,April,2016
4562,CA-2016-118871,2016-04-12,Second Class,HM-14860,Harry Marie,Corporate,California,Furniture,Furnishings,36.4,April,2016
4563,CA-2018-129490,2018-09-26,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,Florida,Furniture,Chairs,419.136,September,2018
4564,CA-2015-101175,2015-09-12,Standard Class,DM-12955,Dario Medina,Corporate,Arizona,Office Supplies,Storage,100.704,September,2015
4565,US-2018-149510,2018-03-12,Standard Class,MC-17575,Matt Collins,Consumer,North Carolina,Office Supplies,Appliances,45.216,March,2018
4566,US-2018-149510,2018-03-12,Standard Class,MC-17575,Matt Collins,Consumer,North Carolina,Office Supplies,Binders,28.782,March,2018
4567,US-2018-149510,2018-03-12,Standard Class,MC-17575,Matt Collins,Consumer,North Carolina,Office Supplies,Paper,24.448,March,2018
4568,CA-2016-111990,2016-08-11,Standard Class,DB-13660,Duane Benoit,Consumer,Texas,Office Supplies,Binders,10.476,August,2016
4569,CA-2015-169460,2015-04-19,Second Class,NF-18595,Nicole Fjeld,Home Office,California,Furniture,Furnishings,76.14,April,2015
4570,US-2016-152128,2016-05-25,Second Class,NM-18445,Nathan Mautz,Home Office,Kansas,Office Supplies,Art,21.24,May,2016
4571,US-2016-152128,2016-05-25,Second Class,NM-18445,Nathan Mautz,Home Office,Kansas,Office Supplies,Binders,127.96,May,2016
4572,CA-2018-126662,2018-07-17,Standard Class,AB-10255,Alejandro Ballentine,Home Office,California,Technology,Copiers,479.984,July,2018
4573,CA-2017-139395,2017-12-12,Standard Class,MG-17650,Matthew Grinstein,Home Office,Michigan,Technology,Phones,657.93,December,2017
4574,CA-2017-139395,2017-12-12,Standard Class,MG-17650,Matthew Grinstein,Home Office,Michigan,Furniture,Furnishings,33.48,December,2017
4575,CA-2017-139395,2017-12-12,Standard Class,MG-17650,Matthew Grinstein,Home Office,Michigan,Office Supplies,Art,13.9,December,2017
4576,CA-2017-139395,2017-12-12,Standard Class,MG-17650,Matthew Grinstein,Home Office,Michigan,Office Supplies,Storage,26.86,December,2017
4577,US-2015-121734,2015-11-04,Standard Class,SE-20110,Sanjit Engle,Consumer,Idaho,Office Supplies,Binders,9.584,November,2015
4578,CA-2016-110947,2016-09-06,Standard Class,AG-10765,Anthony Garverick,Home Office,Virginia,Office Supplies,Binders,113.1,September,2016
4579,US-2015-150126,2015-07-27,Standard Class,AS-10045,Aaron Smayling,Corporate,New York,Office Supplies,Paper,65.78,July,2015
4580,CA-2016-164427,2016-07-31,Standard Class,AR-10405,Allen Rosenblatt,Corporate,Mississippi,Technology,Accessories,239.7,July,2016
4581,CA-2017-120250,2017-09-19,First Class,AP-10720,Anne Pryor,Home Office,Pennsylvania,Furniture,Furnishings,25.632,September,2017
4582,CA-2017-121993,2017-10-06,First Class,JB-16000,Joy Bell-,Consumer,Pennsylvania,Office Supplies,Labels,23.616,October,2017
4583,US-2017-100405,2017-08-26,Second Class,TS-21430,Tom Stivers,Corporate,California,Office Supplies,Art,8.26,August,2017
4584,US-2018-163790,2018-02-11,Second Class,NL-18310,Nancy Lomonaco,Home Office,California,Office Supplies,Envelopes,76.58,February,2018
